Name,Team,Position,Start-IP,Relief-IP,WAR,IP,ERA,FIP,xFIP,SIERA,K%,BB%,SwStr%,CSW%,Hard%
Luis Torrens,SEA,RP,0,2,-0.1,2,4.5,9.61,7.55,7.05,0,0,5.9,14.7,50
Gerardo Reyes,LAA,RP,0,2,-0.1,2,4.5,14.11,12.05,11,0,25,10.6,31.9,22.2
Pedro Avila,SDP,RP,0,4,0,4,4.5,5.36,3.22,2.57,27.8,5.6,14.3,30,45.5
Dustin May,LAD,SP,30,0,0.3,30,4.5,4.38,4.21,4.21,22.8,11,12.9,28.7,22.8
Matthew Batten,SDP,RP,0,2,-0.1,2,4.5,8.61,6.55,8.13,12.5,0,11.5,26.9,14.3
Anthony Kay,TOR,RP,0,2,0,2,4.5,3.11,3.85,3.08,30,10,12.8,30.8,60
MacKenzie Gore,SDP,SP,65.1,4.2,0.8,70,4.5,4.11,4.42,4.43,23.3,12,10.4,26.4,34.2
Ryan Yarbrough,TBR,SP,40.1,39.2,0,80,4.5,4.77,4.75,4.32,17.2,6.2,10,26,26.4
Rico Garcia,BAL,RP,0,8,-0.1,8,4.5,6.99,6.88,6.59,5.7,8.6,5.9,19.9,20
Luis Ortiz,PIT,SP,16,0,0.3,16,4.5,3.67,4.44,4.65,24.6,14.5,13.1,31.6,23.8
Victor Arano,WSN,RP,0,42,0.3,42,4.5,3.71,3.46,3.14,23.5,6.4,14,28.3,25.2
Ian Gibaut,- - -,RP,0,35.3,0.6,36,4.5,3.11,3.51,3.24,30,11.3,10.5,29,32.3
Lou Trivino,- - -,RP,0,53.2,0.2,53.2,4.53,3.63,3.34,3.19,26.8,9.6,12.3,27.6,31
Drew Hutchison,DET,SP,89.2,15.2,0.1,105.1,4.53,4.93,4.93,5.07,14.7,9.1,8.7,23.6,34.1
Kyle Freeland,COL,SP,174.2,0,2.6,174.2,4.53,4.21,4.48,4.51,17.1,6.9,9.3,24.9,36.6
Kirk McCarty,CLE,RP,9,28.2,-0.8,37.2,4.54,6.64,4.85,4.57,16.4,8.2,10.1,26.5,28.6
Chris Archer,MIN,SP,102.2,0,0.5,102.2,4.56,4.49,4.57,4.76,19.2,11,9.5,25.6,37.2
Nick Pivetta,BOS,SP,179.2,0,1.5,179.2,4.56,4.42,4.26,4.21,22.6,9.4,10,26.7,34.2
Luis Cessa,CIN,SP,44,36.2,0,80.2,4.57,5.02,4.29,4.35,17.6,8.3,9.3,26.5,29.6
Dillon Peters,PIT,RP,9,30.1,-0.1,39.1,4.58,4.74,4.89,4.85,15.8,10.3,7.9,24.6,28.7
Yohan Ramirez,- - -,RP,0,37.1,-0.2,37.1,4.58,4.88,4.72,4.41,19.2,12,8.7,27.7,28.4
Adam Kolarek,OAK,RP,0,17.2,-0.1,17.2,4.58,4.7,4.72,4.04,11.4,10.1,4.7,21.4,25.4
Jose Ruiz,CHW,RP,0,60.2,-0.1,60.2,4.6,4.43,4.14,3.87,25.7,12.5,12,26.7,31.7
Michael Grove,LAD,SP,28.1,1,0,29.1,4.6,5.16,4.77,4.56,18,7.5,10.2,25,40.4
Wyatt Mills,- - -,RP,0,28.4,0.2,29.1,4.6,3.62,4.64,4.15,20.3,10.2,12.1,27.4,31
Joe Smith,MIN,RP,0,27.1,-0.9,27.1,4.61,6.3,4.37,4.12,13.9,7.4,6.4,22.9,27.4
Touki Toussaint,LAA,RP,7.2,17.2,0,25.1,4.62,4.81,4.78,4.85,24.1,17.6,11.4,26.2,32.2
Genesis Cabrera,STL,RP,0,44.2,-0.8,44.2,4.63,5.62,4.88,4.61,16.5,10.3,9.9,25.5,25.4
Glenn Otto,TEX,SP,135.2,0,0,135.2,4.64,5.21,4.82,4.83,18.2,10.6,9.7,25.5,32.9
Collin Wiles,OAK,RP,0,9.2,0,9.2,4.66,3.53,3.1,2.87,22,4.9,11,27.9,24.1
Mark Melancon,ARI,RP,0,56,0.1,56,4.66,4.2,4.63,4.62,14.2,8.5,9.8,25.1,33.7
Erich Uelmen,CHC,RP,0,27,-0.2,27,4.67,5,5.2,4.45,17.2,9.8,10.6,27.2,25.3
JT Brubaker,PIT,SP,144,0,1.9,144,4.69,3.92,3.87,3.97,22.8,8.4,11.8,29.6,33.3
Robert Gsellman,CHC,RP,0,15.1,0,15.1,4.7,4.22,4.26,4.28,14.1,4.7,10.6,23.7,38.5
Spenser Watkins,BAL,SP,95,10.1,0.9,105.1,4.7,4.24,4.68,4.86,13.7,6.5,8.3,25.5,31.2
Josh Winder,MIN,SP,53,14,0.1,67,4.7,4.87,4.9,4.63,16.4,6.3,9.7,25.9,27.6
Brayan Bello,BOS,SP,52.1,5,1.3,57.1,4.71,2.94,3.8,4.07,20.5,10.1,11.7,27.7,27.7
Anthony Gose,CLE,RP,0,21,-0.2,21,4.71,5.06,4.35,3.84,30.4,15.2,14.9,30.1,38.8
Mike Baumann,BAL,SP,18.1,16,0.3,34.1,4.72,3.87,4.29,4.22,15.4,6,6.6,19.5,34.8
Phil Bickford,LAD,RP,0,61,0.1,61,4.72,4.26,3.57,2.96,27.1,5.7,11.2,28.6,28
Adrian Houser,MIL,SP,100.2,2,1,102.2,4.73,4.21,4.64,5.03,15.2,10.3,6.4,23.4,37.7
Taylor Rogers,- - -,RP,0,64.1,1,64.1,4.76,3.31,3.26,2.64,30.7,6.9,12.4,34.8,35
Vince Velasquez,CHW,SP,39.1,36,0.4,75.1,4.78,4.25,4.48,4.06,21.6,7.8,11.8,28,36.8
Packy Naughton,STL,RP,7,25,0.4,32,4.78,3.14,3.36,3.26,22,5,11.6,27.6,25.5
Jeremy Beasley,TOR,RP,0,15,-0.1,15,4.8,5.45,3.95,3.01,29.7,7.8,13.3,26.6,34.2
Trevor Megill,MIN,RP,0,45,0.4,45,4.8,3.29,3.52,3.38,25,8.7,11.5,27,32.6
Kyle Hendricks,CHC,SP,84.1,0,0.4,84.1,4.8,4.82,4.46,4.43,18.5,6.7,10.3,28.3,31.7
Tyler Alexander,DET,SP,80,21,-0.1,101,4.81,4.99,4.77,4.83,14.3,5.9,7.6,23.4,35.3
Archie Bradley,LAA,RP,0,18.2,0.2,18.2,4.82,3.33,3.82,3.75,19.2,9,8.2,26.2,32.1
Davis Martin,CHW,SP,44.1,19,0.6,63.1,4.83,4.28,4.42,4.4,17.8,7.1,11.4,26.1,33.3
Corbin Martin,ARI,RP,8,14.1,-0.1,22.1,4.84,4.59,4.7,4.59,20.8,11.9,10.7,24.9,48.5
Jordan Hicks,STL,RP,26.1,35,0.3,61.1,4.84,4.17,4.03,4.06,24,13.3,9.6,27.2,25.3
Paolo Espino,WSN,SP,83.2,29.2,-0.1,113.1,4.84,4.93,4.14,4.05,18.9,4.9,9.1,28.5,35.8
Nick Nelson,PHI,RP,4,64.2,1,68.2,4.85,3.04,4.47,4.16,22.5,11.8,12.1,25.7,21.3
Madison Bumgarner,ARI,SP,158.2,0,0.5,158.2,4.88,4.85,4.83,4.76,16,7,7.7,23.9,38.4
Dylan Bundy,MIN,SP,140,0,0.7,140,4.89,4.66,4.7,4.65,15.8,4.7,9.7,26.7,32.1
Graham Ashcraft,CIN,SP,105,0,1.3,105,4.89,4.21,4.09,4.22,15.3,6.5,8.4,23.5,29.3
Kyle Bradish,BAL,SP,117.2,0,0.7,117.2,4.9,4.46,4.01,4.15,21.8,9,10,25.9,32.3
Lucas Giolito,CHW,SP,161.2,0,1.8,161.2,4.9,4.06,3.66,3.79,25.4,8.7,12.2,29.1,28.5
Hunter Strickland,CIN,RP,0,62.1,0,62.1,4.91,4.78,4.96,4.34,21.1,11.6,11.1,26.2,31.5
Tyler Duffey,MIN,RP,0,44,-0.5,44,4.91,4.79,3.57,3.66,21.1,8.1,11.1,26.7,30.8
Jake Bird,COL,RP,0,47.2,-0.3,47.2,4.91,4.96,4.11,3.97,19.9,10.9,8.1,26.7,39.4
Alex Wells,BAL,RP,0,3.2,-0.1,3.2,4.91,6.93,1.86,1.43,37.5,0,13.6,31.8,40
Yerry De Los Santos,PIT,RP,0,25.2,0.1,25.2,4.91,4.01,3.93,3.67,23.2,9.8,8.9,26.9,27.4
Gregory Santos,SFG,RP,0,3.2,0,3.2,4.91,4.48,5.28,5.25,11.8,17.6,9,23.9,16.7
Sam Selman,OAK,RP,0,18.1,-0.2,18.1,4.91,4.97,4.23,3.51,24,6.7,10.5,28.5,29.4
Justin Topa,MIL,RP,0,7.1,0,7.1,4.91,3.66,4.26,4.12,11.4,11.4,4.8,24.8,33.3
Aaron Civale,CLE,SP,97,0,1.3,97,4.92,3.87,3.62,3.55,24.1,5.4,10.4,27.6,31.4
Ken Waldichuk,OAK,SP,34.2,0,0.3,34.2,4.93,4.3,4.26,3.95,22.6,6.8,11.6,25.1,33.3
Cole Ragans,TEX,SP,40,0,0.2,40,4.95,4.91,4.85,5.07,15.5,9.2,10.9,22.2,35.9
German Marquez,COL,SP,181.2,0,1.4,181.2,4.95,4.71,4.02,4.27,19.3,8.1,10.1,25.7,36.1
Sean Manaea,SDP,SP,153,5,1.1,158,4.96,4.53,3.96,3.9,23.2,7.5,12,27.4,32.7
JoJo Romero,- - -,RP,0,16.1,-0.2,16.1,4.96,5.26,3.68,3.99,25.4,14.9,13.7,31,25
Amir Garrett,KCR,RP,0,45.1,0.5,45.1,4.96,3.4,4.77,4.53,25,16.3,10.4,27.7,28.2
Jake Diekman,- - -,RP,0,57.2,-0.6,57.2,4.99,5,4.33,3.93,29.4,15.6,13.1,30.4,27.1
Ian Anderson,ATL,SP,111.2,0,0.9,111.2,5,4.25,4.22,4.58,19.7,11,12.3,25.7,28.7
Shane Baz,TBR,SP,27,0,0.1,27,5,4.41,3.43,3.59,25.6,7.7,13.3,29.3,42.9
Javy Guerra,- - -,RP,0,18,-0.3,18,5,6.17,6.14,5.75,12.2,13.4,5.5,22.7,30
James Naile,STL,RP,0,9,-0.1,9,5,5.56,4.15,4.15,13.5,5.4,10.3,25.4,30
Jose Urena,- - -,SP,89.1,7.2,0.8,97,5.01,4.65,4.61,4.95,14.6,10,8.4,22.6,32.6
Pierce Johnson,SDP,RP,0,14.1,0.3,14.1,5.02,2.76,2.79,2.99,32.8,12.5,10,30,31.4
Josiah Gray,WSN,SP,148.2,0,-0.6,148.2,5.02,5.86,4.57,4.27,23.7,10.2,11.4,27.9,29.8
Matt Swarmer,CHC,SP,24.2,9.1,-0.8,34,5.03,7.35,4.68,4.52,23.5,13.1,13.4,27.5,47.4
Trevor May,NYM,RP,0,25,0.1,25,5.04,3.87,3.75,3.29,27,8.1,13.3,30.5,30.6
Kyle Gibson,PHI,SP,167.2,0,1.8,167.2,5.05,4.28,3.94,4.06,20.1,6.7,11,26.2,27.7
Antonio Senzatela,COL,SP,92.1,0,1.4,92.1,5.07,4.05,4.07,4.48,13.1,5.6,7,21.9,33.3
Zack Littell,SFG,RP,0,44.1,-0.3,44.1,5.08,4.65,4.14,3.75,20.5,6.8,12.8,26.1,25.5
Brad Keller,KCR,SP,122.1,17.1,0.7,139.2,5.09,4.5,4.35,4.57,16.5,9.2,9.8,23.4,29.6
Alex Wood,SFG,SP,130.2,0,1.7,130.2,5.1,3.76,3.41,3.45,23.6,5.4,11,28.9,26.4
Daniel Lynch,KCR,SP,131.2,0,0.7,131.2,5.13,4.63,4.3,4.34,20.3,8.7,11.3,24.8,38
Josh Rogers,WSN,SP,14,12.1,-0.3,26.1,5.13,6.42,5.93,5.82,10.6,9.7,6,21.2,30
Taylor Hearn,TEX,SP,59,41,0.9,100,5.13,3.98,4.2,4.18,21.6,9.6,9.8,25.9,31.7
Tyler Danish,BOS,RP,0,40.1,-0.4,40.1,5.13,4.97,4.11,3.83,18.5,6.9,7.4,26.4,31.2
Tylor Megill,NYM,SP,41.1,6,0.6,47.1,5.13,3.77,3.35,3.45,25.5,6.5,11.6,26.7,25.9
Tyler Beede,- - -,RP,15,45.4,-0.2,61.1,5.14,4.99,5.12,4.94,13.7,10.2,8.6,24.7,31.1
Jackson Tetreault,WSN,SP,21,0,-0.1,21,5.14,6.16,5.8,6.03,9.4,10.4,7.7,22.2,40.3
Kirby Yates,ATL,RP,0,7,-0.2,7,5.14,7.26,6.5,5.46,18.2,15.2,12.4,27.7,31.8
Daniel Mengden,KCR,RP,2.2,4.1,0.1,7,5.14,3.11,2.95,2.99,25,3.1,9.2,30.3,34.8
Zach Thompson,PIT,SP,102.1,19.1,0.2,121.2,5.18,4.87,4.44,4.62,16.6,8.5,10.5,26.3,32.2
Yusei Kikuchi,TOR,SP,82.1,18.1,-0.7,100.2,5.19,5.62,4.07,4.02,27.3,12.8,13.3,27.6,41.1
Daniel Norris,- - -,RP,10.3,47.2,-0.4,58.2,5.22,5.14,3.99,3.69,26.4,11.6,13.2,30.9,36.5
Dennis Santana,TEX,RP,2,56.2,0.7,58.2,5.22,3.35,4.19,4.06,21.2,11,11.4,28.9,27.8
Jordan Weems,WSN,RP,0,39.2,0.1,39.2,5.22,4.25,3.97,3.44,24.7,7.2,12.3,24.5,35.4
Josh Hader,- - -,RP,0,50,0.8,50,5.22,3.45,2.94,2.38,37,9.6,16,31.9,30.1
Noe Ramirez,ARI,RP,0,50,-0.6,50,5.22,5.15,4.44,4.07,23.7,12.1,11.9,29.4,37.8
Jose Berrios,TOR,SP,172,0,1.1,172,5.23,4.55,4.21,4.13,19.8,6,9.3,27.7,30.8
Tyler Gilbert,ARI,SP,31.1,3,-0.3,34.1,5.24,5.94,5.15,5.15,13.7,6.8,8.3,25,36
Cory Abbott,WSN,SP,39,9,-0.5,48,5.25,6.36,5.7,4.98,20.8,11.6,11.8,25.2,31.2
Steven Matz,STL,SP,42.2,5.1,0.7,48,5.25,3.78,3.15,3.22,26.1,4.8,12.1,30.4,25.5
Garrett Richards,TEX,RP,3,39.2,0.3,42.2,5.27,3.46,3.94,3.66,19.5,7,12.1,26.7,35.3
J.B. Wendelken,ARI,RP,0,29,-0.3,29,5.28,5.01,4.54,4.63,17.2,11.5,9.2,23,33.7
Jon Heasley,KCR,SP,104,0,-0.5,104,5.28,5.67,5.49,5.3,15.1,10.1,7.7,22.5,32.7
Jose Alvarez,SFG,RP,0,15.1,-0.4,15.1,5.28,5.85,4.85,4.41,19.7,11.8,9.5,25.6,26.5
Cole Sulser,MIA,RP,0,34,-0.2,34,5.29,4.58,3.73,3.65,25.5,10.7,13.4,28.6,42.1
Keynan Middleton,ARI,RP,0,17,-0.3,17,5.29,5.88,4.23,3.68,21.7,4.3,17.4,33.2,38
Trevor Richards,TOR,RP,4.1,59.2,0.2,64,5.34,4.07,4,3.56,29.2,12.5,14.9,28.9,30.7
Tommy Henry,ARI,SP,47,0,-0.4,47,5.36,5.88,4.97,4.93,17.6,10.2,10.7,25.4,37.9
Ian Kennedy,ARI,RP,0,50.1,-0.9,50.1,5.36,5.58,5.06,4.57,19,9.5,8.5,23.6,40.2
Casey Mize,DET,SP,10,0,0.1,10,5.4,4.21,5.58,5.58,8.9,4.4,5.3,21.9,30.8
Tommy Milone,SEA,RP,0,16.2,-0.3,16.2,5.4,6.89,6.53,6.32,7.2,8.7,6.3,23.1,38.6
Luke Farrell,- - -,RP,6.1,8.2,0,15,5.4,5.25,4.62,4.45,20,10,6.3,26.3,44.9
Anderson Espinoza,CHC,RP,0,18.1,-0.5,18.1,5.4,7.15,5.6,5.23,22.4,18.8,8.8,23.2,30.4
Jason Alexander,MIL,SP,56,15.2,-0.3,71.2,5.4,5.34,4.53,4.72,14.3,8.7,7.1,25.9,34.6
Bryan Shaw,CLE,RP,4.1,54,-0.4,58.1,5.4,4.88,4.34,4.08,19.9,10,9.6,24.4,31.3
Ryan Hendrix,CIN,RP,0,8.1,0,8.1,5.4,3.83,5.08,4.51,23.7,15.8,14.7,31.5,33.3
Sean Reid-Foley,NYM,RP,0,10,-0.1,10,5.4,5.21,5.98,5.36,18.2,15.9,14.3,29.1,32.1
Matt Peacock,- - -,RP,0,9.3,0,10,5.4,4.41,4,4.02,13,8.7,10.7,26.8,27.8
Dauri Moreta,CIN,RP,0.1,38,-0.4,38.1,5.4,5.8,4.38,3.6,24.4,8.1,11.1,28.9,33.7
Nicholas Padilla,CHC,RP,0,1.2,0,1.2,5.4,5.51,7.29,7.38,11.1,22.2,2.6,23.1,33.3
Robert Stephenson,- - -,RP,0,57.3,0.2,58,5.43,4.23,4.11,3.64,22.3,5.7,14.1,29.1,40.7
Yunior Marte,SFG,RP,0,48,-0.1,48,5.44,4.38,4.32,4.01,20.6,10.3,11,26.3,20.4
Mitch White,- - -,SP,79.2,19.1,1.3,99,5.45,3.87,4.42,4.47,17.7,8,8.4,23.9,30.9
Trevor Rogers,MIA,SP,107,0,0.8,107,5.47,4.36,4.11,4.2,22.2,9.4,10.8,26,29
Kutter Crawford,BOS,SP,61.1,16,0.5,77.1,5.47,4.34,4.33,4.11,23.1,8.7,11.3,27.5,37.6
Calvin Faucher,TBR,RP,0,21.1,-0.3,21.1,5.48,5.13,4.36,4.07,20.8,9.9,10.2,28.2,39.1
Tony Santillan,CIN,RP,0,19.2,0.2,19.2,5.49,4.08,5.15,4.38,21.9,12.5,11,28.2,33.9
Bryse Wilson,PIT,SP,93.1,22.1,-0.1,115.2,5.52,5.06,4.54,4.53,15.5,6.3,7.7,24.5,39.2
Alex Faedo,DET,SP,53.2,0,0.3,53.2,5.53,4.62,5.02,4.98,18,10.2,9.9,26.1,35.1
Austin Gomber,COL,SP,87.2,37,0.9,124.2,5.56,4.54,4.19,4.24,18,6.4,9.8,25.1,33.4
Greg Weissert,NYY,RP,0,11.1,0,11.1,5.56,4.17,4.72,3.94,22.9,10.4,7.5,27.4,30
Kris Bubic,KCR,SP,128,1,0.5,129,5.58,4.78,4.51,4.77,18.7,10.7,8.9,24.9,33.4
Juan Minaya,MIN,RP,0,9.2,0.1,9.2,5.59,3.32,4.54,3.71,24.4,11.1,12.6,29.9,23.1
Cristopher Sanchez,PHI,RP,13.1,26.2,0,40,5.63,4.56,4.2,4.01,19.8,9.6,8,26,30.6
Austin Warren,LAA,RP,0,16,-0.2,16,5.63,5.36,5.15,4.87,12.9,7.1,7.9,22.6,33.9
Jacob Barnes,- - -,RP,0,21.4,-0.3,22.1,5.64,5.26,5.04,4.83,12.4,9.3,8.9,22.2,28.4
Eric Stout,- - -,RP,0,21.4,0,22.1,5.64,4.59,5.48,4.58,22.7,14.5,9.3,28.9,37.9
Drew Steckenrider,SEA,RP,0,14.1,0,14.1,5.65,4.58,4.62,4.56,14.7,7.4,10.1,21.3,35.8
Hyun-Jin Ryu,TOR,SP,27,0,0.1,27,5.67,4.78,4.24,4.46,14.2,3.5,7.6,25.1,37.6
Humberto Castellanos,ARI,SP,41.1,3,0.1,44.1,5.68,4.8,4.69,4.61,16.5,6.2,7.9,25.8,31
Luis Gonzalez,SFG,RP,0,6.1,0,6.1,5.68,3.59,5.22,5.31,0,3.3,0,18.6,24.1
Mike Mayers,LAA,RP,14.2,36,-0.9,50.2,5.68,6.37,4.62,4.12,20.2,8.1,11.5,25.7,34.2
Kodi Whitley,STL,RP,0,12.2,-0.2,12.2,5.68,5.88,5.46,4.91,20.3,15.3,11.8,27.2,33.3
Ryan Borucki,- - -,RP,0,25.1,-0.6,25.1,5.68,6.07,4.45,4.19,18.9,9.9,12,26.3,33.8
Justin Lawrence,COL,RP,0,42.2,0.6,42.2,5.7,3.39,3.59,3.63,25.1,11.5,9.7,29.2,29.2
Chad Kuhl,COL,SP,137,0,0.5,137,5.72,5.26,4.78,4.8,17.8,9.4,9.9,25.9,38.1
Daulton Jefferies,OAK,SP,39.1,0,0.5,39.1,5.72,3.77,4.33,4.31,16.3,4.7,9.7,25.4,29.1
Jared Koenig,OAK,SP,25.1,14,-0.2,39.1,5.72,4.84,5.18,5.02,12.4,8.5,6.4,23.6,36.3
Dusten Knight,TBR,RP,0,11,-0.3,11,5.73,7.29,4.59,4.21,18.4,8.2,10.9,27.1,30.6
Yoan Lopez,NYM,RP,0,11,-0.1,11,5.73,5.29,5.22,4.31,19.6,9.8,11.8,26.7,34.3
Alex Colome,COL,RP,0,47,-0.1,47,5.74,4.54,4.54,4.46,14.9,10.2,8.6,22.2,40
Sean Hjelle,SFG,RP,0,25,0.1,25,5.76,3.51,2.72,2.72,24.3,7,8.2,28.5,32.1
Ryan Brasier,BOS,RP,0,62.1,0.5,62.1,5.78,3.61,3.49,3.12,24.3,4.9,12.8,28,35.1
Xzavion Curry,CLE,SP,9.1,0,-0.1,9.1,5.79,6.11,6.94,6.91,6.4,12.8,9.1,24.8,21.6
Michael Pineda,DET,SP,46.2,0,-0.4,46.2,5.79,6.13,4.8,4.84,13,4,7.7,23.7,34.3
Austin Davis,- - -,RP,6.1,49.2,0.2,56,5.79,4.02,4.66,4.13,24.2,12.5,11,27.2,22.8
Erick Fedde,WSN,SP,127,0,0.4,127,5.81,5.15,4.74,5,16.4,10.1,7.3,24.5,29
Edwin Uceta,ARI,RP,0,17,0,17,5.82,4.52,4.91,4.44,17.8,9.6,11,24.7,28.8
Ryan Feltner,COL,SP,94,3.1,0.6,97.1,5.83,4.76,4.43,4.38,19.6,8.2,8.8,25.5,35.6
Hansel Robles,BOS,RP,0,24.2,-0.7,24.2,5.84,5.75,4.85,4.7,18.9,12.6,9.5,24.2,39.5
Kirby Snead,OAK,RP,0,44.2,-0.3,44.2,5.84,4.61,5.11,4.67,16.7,10.5,8.2,27.3,28.5
Chi Chi Gonzalez,- - -,SP,19.2,3.1,-0.1,23,5.87,5.55,4.65,4.75,15.2,7.1,6.6,26.6,35.1
Cole Sands,MIN,RP,12.1,18.1,-0.1,30.2,5.87,4.74,5.03,4.29,19.3,9,9.8,25.5,32.3
Logan Allen,- - -,RP,0,7.2,0.1,7.2,5.87,3.63,5.57,4.82,17.5,12.5,9.1,26.8,33.3
Josh Winckowski,BOS,SP,67.1,3,0,70.1,5.89,4.95,4.61,4.82,13.9,8.5,7,25.5,30.5
Ty Blach,COL,RP,3,41.1,0.3,44.1,5.89,3.86,4.59,4.3,15,5.7,8.9,28,32.5
Nick Wittgren,STL,RP,0,29,0.1,29,5.9,3.84,5.12,4.73,12.7,7.5,7.1,23.9,27.2
DL Hall,BAL,RP,3.2,10,0.4,13.2,5.93,1.65,2.84,3.03,29.7,9.4,13.4,30.9,23.1
Max Castillo,- - -,SP,25.3,13.1,-0.1,39.1,5.95,5.17,4.07,4.01,21.8,8.8,9.6,25,31.9
Matthew Liberatore,STL,SP,29.2,5,0,34.2,5.97,5.02,4.93,5,17.4,11.2,8.2,23.8,36
Bruce Zimmermann,BAL,SP,66.2,7,-0.8,73.2,5.99,6.06,4.42,4.43,15.3,3.8,8.9,25.1,31.1
Shane Greene,- - -,RP,0,3,-0.1,3,6,7.11,5.74,5.69,15.4,7.7,8,20,10
Ryan Burr,CHW,RP,0,9,-0.3,9,6,7.22,4.54,4.36,17.9,10.3,7.4,25.5,32.1
Tanner Tully,CLE,RP,0,6,-0.1,6,6,7.61,7.91,7.7,6.7,20,9.5,19.8,27.3
Mike Minor,CIN,SP,98,0,-0.4,98,6.06,6.18,5.21,4.94,16.7,8.8,8.3,25.6,30.7
Joe Kelly,CHW,RP,1,36,0.5,37,6.08,3.06,3.16,3.18,31.2,13.5,12.9,32.7,24.2
Trevor Kelley,MIL,RP,0,23.2,-0.5,23.2,6.08,6.41,4.56,3.9,21.5,8.4,9.6,26.7,30.1
Adonis Medina,NYM,RP,0,23.2,0,23.2,6.08,4.04,4.38,3.89,15.5,5.5,8.2,24.9,37
Jeurys Familia,- - -,RP,0,44.1,-0.3,44.1,6.09,4.94,4.29,4.15,20.1,10.8,10.8,27.9,36
Justin Dunn,CIN,SP,31,0,-0.7,31,6.1,8.31,5.99,5.75,15.2,12.3,8.3,26.5,42.3
Dinelson Lamet,- - -,RP,0,32.1,0.2,32.1,6.12,4.07,3.93,3.43,30.2,12.8,16.5,32.4,42
Anderson Severino,CHW,RP,0,7.1,0,7.1,6.14,3.11,4.12,3.4,26.5,11.8,12.8,31.6,52.6
Robert Dugger,- - -,RP,4,11.3,0,16,6.19,4.49,3.9,3.62,26.4,9.7,12,28.9,39.1
Silvino Bracho,ATL,RP,0,4.1,-0.1,4.1,6.23,8.65,4.36,3.43,22.2,5.6,9.2,26.2,41.7
Jesus Cruz,ATL,RP,0,8.2,-0.2,8.2,6.23,7.96,5.34,4.77,15.4,10.3,11.7,23.3,35.7
Paul Fry,- - -,RP,0,13,-0.1,13,6.23,4.5,3.95,3.97,23,14.8,11.2,30.6,25.7
Andrew Vasquez,- - -,RP,0,8.2,0,8.2,6.23,4.73,4.25,3.48,25.6,10.3,9.2,37.9,31.8
Adrian Martinez,OAK,SP,57.2,0,-0.3,57.2,6.24,5.35,4.11,4.16,20.5,7.3,10.7,27,29.9
Louis Head,- - -,RP,0,28.2,-0.2,28.2,6.28,5.21,5.56,4.64,18.8,10.9,9.7,23.8,38.5
Adam Oller,OAK,SP,66,8.1,-1.1,74.1,6.3,6.5,6.06,5.83,13.6,11.6,9.3,22,34.5
Patrick Corbin,WSN,SP,152.2,0,0.8,152.2,6.31,4.84,4.21,4.33,18,6.9,9.2,25.8,39.9
Reiver Sanmartin,CIN,RP,11.1,45.2,-0.1,57,6.32,4.81,4.39,4.39,18.4,11.3,10.9,26.9,27.8
Elieser Hernandez,MIA,SP,46.2,15.2,-0.9,62.1,6.35,6.4,5.05,4.43,21.6,7.9,10.2,26.4,31.3
Arodys Vizcaino,KCR,RP,0,5.2,-0.2,5.2,6.35,8.05,8.37,8.13,10.3,24.1,9.6,21.7,47.4
Patrick Murphy,WSN,RP,0,5.2,0,5.2,6.35,5.94,7.5,7.2,11.8,23.5,8.5,20.4,31.8
Kaleb Ort,BOS,RP,0,28.1,-0.1,28.1,6.35,4.84,5.15,4.49,20.1,11.2,11.7,28,32.2
Joel Kuhnel,CIN,RP,0,58,0.3,58,6.36,3.96,3.52,3.19,22,5.5,11.2,27.2,31.7
Chase Anderson,CIN,SP,22.1,1.2,0.1,24,6.38,5.07,4.62,4.77,22.3,14.6,9.1,23.3,25.8
Josh Fleming,TBR,RP,11.2,23.1,-0.1,35,6.43,4.43,3.58,3.41,17.2,7.1,10.6,27.3,33.1
Shelby Miller,SFG,RP,0,7,0.4,7,6.43,0.4,1.67,1.61,46.7,10,8.7,36.2,23.1
Josh Sborz,TEX,RP,1,21.1,0.1,22.1,6.45,4.05,3.25,3.05,32,11,14.6,31.3,35.1
Josh Staumont,KCR,RP,0,37.2,0.1,37.2,6.45,4.25,4.99,4.67,24.4,16.5,10.7,25.9,31.1
Janson Junk,LAA,SP,7.1,1,0.2,8.1,6.48,3.11,2.44,2.81,29.7,8.1,6.9,25.2,34.8
Chasen Shreve,NYM,RP,0,26.1,-0.3,26.1,6.49,5.01,3.68,3.42,25.4,8.8,11.8,28.7,33.3
Art Warren,CIN,RP,0,36,-0.3,36,6.5,5.06,4.58,4.17,24.2,13.3,12.1,29.3,33.7
Collin Snider,KCR,RP,0,34.1,-0.1,34.1,6.55,4.45,4.48,4.49,14.6,9.9,8.7,24.9,31.3
Luke Weaver,- - -,RP,3.2,31.3,0.5,35.2,6.56,2.69,3.82,3.64,21.8,7.5,10.7,22.7,36.7
Chase Silseth,LAA,SP,28.2,0,-0.2,28.2,6.59,5.97,4.24,4.5,18.6,9.3,10.8,28.3,35.9
Aaron Sanchez,- - -,SP,43.3,16,0.2,60,6.6,4.48,4.18,4.16,15.5,5.7,7.8,25.2,36.3
T.J. McFarland,STL,RP,0,32.2,-0.3,32.2,6.61,5.32,4.69,4.56,11,7.6,6.6,22,39.7
Anthony DeSclafani,SFG,SP,19,0,0,19,6.63,4.85,4.14,4.08,18.1,4.3,9.4,27.1,29.2
